item_category,pv,cart,fav,buy,uv,pv/uv,convert_buy_rate,buy_rate
320783,63,1,1,7,31,2.03,0.11111,0.17
530911,18,0,0,2,10,1.8,0.11111,0.1
3374582,18,0,3,2,10,1.8,0.11111,0.15
4496515,72,0,4,8,41,1.76,0.11111,0.18
4977260,72,11,1,8,46,1.57,0.11111,0.1
1294747,162,0,1,18,108,1.5,0.11111,0.11
4639230,18,0,1,2,12,1.5,0.11111,0.08
2354818,18,1,1,2,13,1.38,0.11111,0.14
2941495,18,1,2,2,13,1.38,0.11111,0.12
3964605,18,2,1,2,13,1.38,0.11111,0.14
3996509,36,2,0,4,29,1.24,0.11111,0.13
154938,27,1,1,3,24,1.12,0.11111,0.12
4988426,18,0,1,2,16,1.12,0.11111,0.12
1604503,36,7,4,4,33,1.09,0.11111,0.09
3706262,496,49,10,55,280,1.77,0.11089,0.15
1573465,24062,2664,686,2666,8991,2.68,0.1108,0.24
294562,1021,142,42,113,566,1.8,0.11068,0.15
398060,235,28,6,26,97,2.42,0.11064,0.19
3619237,588,63,21,65,258,2.28,0.11054,0.22
2765330,236,17,8,26,133,1.77,0.11017,0.15
4865533,300,22,6,33,110,2.73,0.11,0.23
5109144,300,26,12,33,131,2.29,0.11,0.21
1918447,828,56,50,91,430,1.93,0.1099,0.11
3491350,273,34,11,30,122,2.24,0.10989,0.2
2977477,91,14,2,10,60,1.52,0.10989,0.14
3412492,410,37,3,45,193,2.12,0.10976,0.2
3260881,137,10,7,15,80,1.71,0.10949,0.05
3206451,3167,588,226,346,1596,1.98,0.10925,0.14
2081312,477,43,9,52,286,1.67,0.10901,0.16
2211860,312,54,15,34,198,1.58,0.10897,0.14
1133273,560,51,14,61,258,2.17,0.10893,0.19
2665393,303,32,12,33,194,1.56,0.10891,0.15
1025720,10771,1149,284,1172,3570,3.02,0.10881,0.22
1813868,671,37,24,73,337,1.99,0.10879,0.16
3757834,607,50,16,66,268,2.26,0.10873,0.21
1383956,902,56,13,98,343,2.63,0.10865,0.22
1701471,626,40,12,68,280,2.24,0.10863,0.19
4995985,6801,585,292,738,2581,2.64,0.10851,0.23
2521664,2213,212,90,240,859,2.58,0.10845,0.22
4233672,166,0,22,18,39,4.26,0.10843,0.26
5029530,2811,357,107,304,1417,1.98,0.10815,0.17
1696756,37,1,2,4,19,1.95,0.10811,0.17
4987122,37,6,3,4,19,1.95,0.10811,0.12
1238524,37,0,1,4,20,1.85,0.10811,0.19
2011127,37,0,0,4,22,1.68,0.10811,0.13
3117731,37,0,2,4,23,1.61,0.10811,0.16
2187795,37,3,2,4,24,1.54,0.10811,0.15
1893764,74,9,5,8,50,1.48,0.10811,0.13
2535155,37,7,5,4,27,1.37,0.10811,0.11
2662466,2535,262,71,274,1135,2.23,0.10809,0.21
138081,3016,230,86,326,1798,1.68,0.10809,0.14
2197799,1490,120,55,161,701,2.13,0.10805,0.19
1469622,944,142,37,102,483,1.95,0.10805,0.16
4313485,102,13,8,11,84,1.21,0.10784,0.11
1536363,390,57,13,42,244,1.6,0.10769,0.14
3648733,5219,397,113,562,1898,2.75,0.10768,0.24
2794147,14370,1841,486,1546,7336,1.96,0.10759,0.13
4069129,4202,518,148,452,1784,2.36,0.10757,0.19
2535352,93,7,0,10,55,1.69,0.10753,0.17
3154837,2029,222,62,218,1008,2.01,0.10744,0.18
1648035,1240,101,34,133,540,2.3,0.10726,0.2
1964754,9845,681,418,1055,4312,2.28,0.10716,0.19
1321841,308,23,14,33,120,2.57,0.10714,0.22
4245405,112,13,2,12,54,2.07,0.10714,0.18
1825660,28,3,2,3,21,1.33,0.10714,0.04
4410687,1887,233,77,202,1054,1.79,0.10705,0.16
677459,1067,139,76,114,783,1.36,0.10684,0.12
1019260,7203,753,335,769,3242,2.22,0.10676,0.18
1793551,178,16,6,19,97,1.84,0.10674,0.17
609791,948,154,34,101,489,1.94,0.10654,0.16
3670457,169,22,6,18,143,1.18,0.10651,0.1
2343750,1786,137,62,190,614,2.91,0.10638,0.24
3825930,47,9,0,5,32,1.47,0.10638,0.12
892254,1234,133,37,131,696,1.77,0.10616,0.16
1459642,179,6,6,19,128,1.4,0.10615,0.13
822242,1489,164,46,158,547,2.72,0.10611,0.24
3488278,594,67,12,63,210,2.83,0.10606,0.23
1865209,132,15,2,14,106,1.25,0.10606,0.11
1528133,9170,1044,296,972,4205,2.18,0.106,0.18
2559809,1151,125,65,122,647,1.78,0.10599,0.14
4513366,368,64,12,39,191,1.93,0.10598,0.15
4694794,321,41,7,34,200,1.6,0.10592,0.13
4060157,189,12,8,20,169,1.12,0.10582,0.1
2815319,104,10,1,11,69,1.51,0.10577,0.13
1572948,15904,1775,520,1682,5064,3.14,0.10576,0.22
731056,777,73,31,82,394,1.97,0.10553,0.15
3003561,275,21,12,29,118,2.33,0.10545,0.16
307943,4600,514,180,485,1999,2.3,0.10543,0.2
4481410,2895,339,80,305,1049,2.76,0.10535,0.23
3666135,1709,169,45,180,529,3.23,0.10532,0.24
3579,76,8,0,8,35,2.17,0.10526,0.17
4520215,38,2,2,4,23,1.65,0.10526,0.08
4733516,19,0,0,2,12,1.58,0.10526,0.08
4283654,76,12,1,8,57,1.33,0.10526,0.13
2194520,19,0,2,2,16,1.19,0.10526,0.11
5091710,19,1,0,2,16,1.19,0.10526,0.11
3334029,19,1,0,2,17,1.12,0.10526,0.11
4563628,5882,660,215,619,2672,2.2,0.10524,0.18
2992092,571,60,20,60,320,1.78,0.10508,0.16
2730467,2779,394,86,292,1366,2.03,0.10507,0.16
247810,2552,344,78,268,1345,1.9,0.10502,0.16
4519460,6912,899,221,725,3116,2.22,0.10489,0.16
1712657,755,66,29,79,469,1.61,0.10464,0.14
58836,17243,1328,803,1802,7243,2.38,0.10451,0.2
3717662,201,26,10,21,144,1.4,0.10448,0.12
3340284,67,10,9,7,52,1.29,0.10448,0.09
2073339,163,14,0,17,76,2.14,0.10429,0.14
747109,2342,266,70,244,1054,2.22,0.10418,0.19
1551365,48,6,0,5,29,1.66,0.10417,0.14
4373592,48,1,0,5,38,1.26,0.10417,0.12
428367,19839,2066,613,2066,6136,3.23,0.10414,0.24
4862609,490,50,11,51,270,1.81,0.10408,0.15
1628657,10837,1511,263,1125,5725,1.89,0.10381,0.15
2265930,607,35,19,63,321,1.89,0.10379,0.18
2647760,694,57,29,72,368,1.89,0.10375,0.17
2578010,241,27,10,25,122,1.98,0.10373,0.18
3880463,28187,2949,969,2921,10343,2.73,0.10363,0.22
1225824,222,6,3,23,116,1.91,0.1036,0.18
3087458,21790,2764,550,2257,11342,1.92,0.10358,0.13
3373476,338,37,16,35,191,1.77,0.10355,0.13
3175480,1994,232,72,206,951,2.1,0.10331,0.18
2972679,9788,682,297,1010,4049,2.42,0.10319,0.21
362515,874,69,23,90,385,2.27,0.10297,0.19
3846119,136,6,3,14,65,2.09,0.10294,0.15
359481,68,10,3,7,55,1.24,0.10294,0.11
4779633,5787,609,276,595,3256,1.78,0.10282,0.15
5035287,107,8,3,11,64,1.67,0.1028,0.12
2869260,2229,213,57,229,1192,1.87,0.10274,0.14
4503969,78,4,0,8,33,2.36,0.10256,0.09
2192649,1103,144,40,113,541,2.04,0.10245,0.17
1742197,1487,187,30,152,589,2.52,0.10222,0.2
1388444,186,18,4,19,106,1.75,0.10215,0.16
117196,147,15,4,15,85,1.73,0.10204,0.13
2553257,157,15,5,16,98,1.6,0.10191,0.1
913428,108,6,6,11,41,2.63,0.10185,0.26
201536,118,10,2,12,50,2.36,0.10169,0.18
3621053,69,7,0,7,52,1.33,0.10145,0.12
1721893,2923,211,78,296,1197,2.44,0.10127,0.21
4482419,7635,830,213,772,4256,1.79,0.10111,0.14
46027,376,0,17,38,177,2.12,0.10106,0.17
807278,198,28,11,20,111,1.78,0.10101,0.15
498433,99,8,2,10,59,1.68,0.10101,0.15
2912070,228,20,9,23,136,1.68,0.10088,0.14
2958664,2013,201,45,203,915,2.2,0.10084,0.18
1838851,526,73,40,53,309,1.7,0.10076,0.14
2914440,3030,195,66,305,1054,2.87,0.10066,0.23
257909,4656,558,188,468,1779,2.62,0.10052,0.21
1637260,3168,467,121,318,1661,1.91,0.10038,0.15
937781,3639,312,102,365,2115,1.72,0.1003,0.15
4953826,1007,123,61,101,772,1.3,0.1003,0.11
3047024,2197,0,197,220,617,3.56,0.10014,0.24
2384561,2699,202,70,270,954,2.83,0.10004,0.24
1489467,980,0,86,98,302,3.25,0.1,0.2
4924786,410,41,9,41,168,2.44,0.1,0.2
4379500,60,1,1,6,26,2.31,0.1,0.19
4904017,30,3,1,3,14,2.14,0.1,0.17
258240,280,18,17,28,133,2.11,0.1,0.16
1465060,180,23,19,18,94,1.91,0.1,0.12
2070005,20,0,0,2,11,1.82,0.1,0.17
990264,80,15,6,8,55,1.45,0.1,0.11
4948377,30,0,0,3,22,1.36,0.1,0.12
2725713,60,0,1,6,45,1.33,0.1,0.12
3244708,40,4,0,4,30,1.33,0.1,0.12
2623144,20,2,1,2,17,1.18,0.1,0.1
1898167,40,3,1,4,35,1.14,0.1,0.1
5097436,1341,149,42,134,683,1.96,0.09993,0.16
1914382,8309,1164,289,829,3183,2.61,0.09977,0.21
2512193,4410,441,212,440,2616,1.69,0.09977,0.14
1597811,883,73,28,88,466,1.89,0.09966,0.15
5134471,532,39,13,53,207,2.57,0.09962,0.22
4897452,241,19,12,24,106,2.27,0.09959,0.2
1879828,241,16,12,24,144,1.67,0.09959,0.12
3772122,935,80,21,93,354,2.64,0.09947,0.21
2783282,1621,124,60,161,749,2.16,0.09932,0.16
5038872,141,26,4,14,103,1.37,0.09929,0.1
3667321,6500,606,268,645,1797,3.62,0.09923,0.26
2371594,3699,575,181,367,1937,1.91,0.09922,0.15
168997,1778,181,37,176,878,2.03,0.09899,0.17
1498957,1071,151,36,106,632,1.69,0.09897,0.14
3267288,657,97,16,65,333,1.97,0.09893,0.16
3264833,5369,599,250,529,2132,2.52,0.09853,0.2
4734649,203,47,13,20,135,1.5,0.09852,0.11
2103768,5046,511,232,497,2377,2.12,0.09849,0.17
5125081,3557,441,163,350,1623,2.19,0.0984,0.17
800581,71543,8476,2639,7036,23192,3.08,0.09835,0.24
1987882,519,42,6,51,232,2.24,0.09827,0.18
4321228,3575,452,126,351,1930,1.85,0.09818,0.15
820727,1672,182,53,164,973,1.72,0.09809,0.13
3049193,775,73,28,76,351,2.21,0.09806,0.18
3454376,51,5,0,5,18,2.83,0.09804,0.2
3997061,51,2,0,5,31,1.65,0.09804,0.09
2124307,6152,813,258,603,3283,1.87,0.09802,0.14
4387956,6316,598,164,619,2200,2.87,0.09801,0.22
2545868,634,33,25,62,276,2.3,0.09779,0.2
336038,225,31,9,22,144,1.56,0.09778,0.11
866945,133,20,5,13,73,1.82,0.09774,0.15
1148114,707,69,28,69,364,1.94,0.0976,0.16
3336019,2295,255,77,224,1207,1.9,0.0976,0.15
4257541,3075,308,92,300,1251,2.46,0.09756,0.2
1092085,82,7,0,8,37,2.22,0.09756,0.16
3982447,41,2,0,4,23,1.78,0.09756,0.16
3862122,1159,124,62,113,537,2.16,0.0975,0.18
2729862,759,50,19,74,376,2.02,0.0975,0.16
813818,1057,104,50,103,480,2.2,0.09745,0.17
2049879,1037,92,48,101,509,2.04,0.0974,0.16
3024544,72,7,4,7,57,1.26,0.09722,0.11
4924053,1255,206,105,122,780,1.61,0.09721,0.12
833596,103,11,2,10,50,2.06,0.09709,0.16
3399342,309,27,20,30,192,1.61,0.09709,0.13
984238,876,110,31,85,363,2.41,0.09703,0.19
957119,16019,1805,476,1554,6097,2.63,0.09701,0.21
4989544,134,24,14,13,69,1.94,0.09701,0.14
4497044,1815,163,47,176,707,2.57,0.09697,0.2
2177033,681,96,13,66,485,1.4,0.09692,0.11
3608477,5945,520,208,576,2337,2.54,0.09689,0.2
2393800,1796,124,34,174,637,2.82,0.09688,0.21
3627351,9910,722,288,960,2773,3.57,0.09687,0.25
981149,186,30,1,18,95,1.96,0.09677,0.17
2338312,31,0,1,3,18,1.72,0.09677,0.15
733088,62,4,1,6,37,1.68,0.09677,0.14
3133154,31,4,1,3,19,1.63,0.09677,0.13
1419569,2357,220,69,228,1015,2.32,0.09673,0.19
2218582,15100,1882,427,1459,4618,3.27,0.09662,0.23
2042400,32340,3324,861,3121,12524,2.58,0.09651,0.21
3155613,83,7,2,8,47,1.77,0.09639,0.14
3774354,83,11,4,8,55,1.51,0.09639,0.1
4524544,903,68,19,87,370,2.44,0.09635,0.2
2085893,13690,1879,1015,1317,7828,1.75,0.0962,0.13
761059,1726,244,47,166,1013,1.7,0.09618,0.13
2129196,1937,135,102,186,1018,1.9,0.09602,0.16
244681,2188,92,19,210,682,3.21,0.09598,0.21
3248072,27372,3057,1479,2627,11593,2.36,0.09597,0.18
2823232,146,12,3,14,75,1.95,0.09589,0.13
1283234,219,25,7,21,147,1.49,0.09589,0.12
2930652,146,9,3,14,104,1.4,0.09589,0.12
4859530,292,47,12,28,218,1.34,0.09589,0.1
3074739,313,0,6,30,146,2.14,0.09585,0.15
2949136,2452,266,71,235,1033,2.37,0.09584,0.19
3057385,1514,162,32,145,748,2.02,0.09577,0.16
3349625,470,34,18,45,177,2.66,0.09574,0.22
3330664,94,5,2,9,69,1.36,0.09574,0.12
3255541,1640,151,51,157,834,1.97,0.09573,0.14
158127,136,11,7,13,82,1.66,0.09559,0.14
652979,314,35,28,30,183,1.72,0.09554,0.13
4558340,1141,142,39,109,614,1.86,0.09553,0.13
4159072,188640,14652,6092,18016,51669,3.65,0.0955,0.27
2168009,2001,136,62,191,840,2.38,0.09545,0.19
4074849,681,88,21,65,371,1.84,0.09545,0.14
1931469,1122,125,34,107,311,3.61,0.09537,0.27
1940040,84,3,1,8,36,2.33,0.09524,0.21
3254436,210,12,9,20,99,2.12,0.09524,0.13
1791614,21,0,0,2,10,2.1,0.09524,0.18
4085091,21,3,0,2,10,2.1,0.09524,0.15
956866,42,2,1,4,26,1.62,0.09524,0.14
460515,21,1,1,2,15,1.4,0.09524,0.12
5016246,63,11,10,6,51,1.24,0.09524,0.09
2476651,84,20,2,8,72,1.17,0.09524,0.09
3380746,715,57,47,68,332,2.15,0.0951,0.1
2677371,579,40,18,55,334,1.73,0.09499,0.14
5024228,5317,427,180,505,2170,2.45,0.09498,0.19
4943103,3613,355,166,343,1256,2.88,0.09493,0.21
119365,2182,258,119,207,997,2.19,0.09487,0.13
5008466,9757,1034,378,925,3253,3.0,0.0948,0.23
427759,74,5,5,7,53,1.4,0.09459,0.12
684953,74,13,5,7,57,1.3,0.09459,0.1
3164550,13728,1475,569,1298,6740,2.04,0.09455,0.15
270397,2560,251,93,242,955,2.68,0.09453,0.17
140361,1238,0,5,117,594,2.08,0.09451,0.16
4298764,307,17,11,29,166,1.85,0.09446,0.14
36289,4208,0,42,397,1463,2.88,0.09434,0.19
3741236,795,116,76,75,428,1.86,0.09434,0.13
2555879,53,13,6,5,35,1.51,0.09434,0.09
3563119,106,32,1,10,77,1.38,0.09434,0.09
3937814,1728,231,91,163,709,2.44,0.09433,0.18
4455776,2252,226,77,212,983,2.29,0.09414,0.18
3592798,1042,100,23,98,543,1.92,0.09405,0.16
2548944,3379,185,96,317,1476,2.29,0.09381,0.19
4185664,2122,199,54,199,1095,1.94,0.09378,0.14
1537669,1696,124,56,159,701,2.42,0.09375,0.18
4286332,128,14,5,12,82,1.56,0.09375,0.11
4024676,235,33,12,22,130,1.81,0.09362,0.11
1897924,342,22,8,32,149,2.3,0.09357,0.19
3235112,1165,160,38,109,649,1.8,0.09356,0.13
2582254,3165,364,83,296,1285,2.46,0.09352,0.16
1748831,845,46,19,79,437,1.93,0.09349,0.07
486644,471,50,21,44,274,1.72,0.09342,0.14
560936,2411,311,60,225,1319,1.83,0.09332,0.13
2165636,3558,266,93,332,1254,2.84,0.09331,0.15
5091223,4696,405,227,438,2769,1.7,0.09327,0.13
286720,118,6,5,11,51,2.31,0.09322,0.19
380289,7210,740,215,672,3642,1.98,0.0932,0.15
3113180,279,25,16,26,147,1.9,0.09319,0.14
4944456,161,13,6,15,105,1.53,0.09317,0.11
1691915,333,43,11,31,165,2.02,0.09309,0.15
470396,86,4,2,8,37,2.32,0.09302,0.19
2429142,4515,449,162,420,2212,2.04,0.09302,0.16
2735086,215,0,5,20,114,1.89,0.09302,0.14
4007973,43,0,0,4,24,1.79,0.09302,0.15
3814171,1054,37,19,98,341,3.09,0.09298,0.09
1728108,807,69,11,75,250,3.23,0.09294,0.24
3882401,787,78,32,73,346,2.27,0.09276,0.17
3758226,5552,766,193,515,2709,2.05,0.09276,0.15
3191795,496,47,16,46,274,1.81,0.09274,0.14
3313438,1585,131,74,147,954,1.66,0.09274,0.13
3448205,2149,204,49,199,699,3.07,0.0926,0.22
2700588,540,51,14,50,257,2.1,0.09259,0.13
1354895,54,9,11,5,35,1.54,0.09259,0.04
2708414,54,3,1,5,47,1.15,0.09259,0.09
3157674,487,44,25,45,178,2.74,0.0924,0.2
1781074,249,31,12,23,119,2.09,0.09237,0.16
1702898,2513,247,85,232,943,2.66,0.09232,0.21
1954991,65,4,2,6,51,1.27,0.09231,0.1
4503217,1051,104,35,97,367,2.86,0.09229,0.22
992700,1062,120,48,98,506,2.1,0.09228,0.16
4989387,9444,910,279,871,3173,2.98,0.09223,0.19
3906242,282,37,18,26,179,1.58,0.0922,0.11
2684806,717,76,32,66,437,1.64,0.09205,0.13
578784,489,23,8,45,171,2.86,0.09202,0.21
1829804,13633,981,364,1253,3627,3.76,0.09191,0.27
3742652,6704,718,193,616,2405,2.79,0.09189,0.21
2071435,751,87,38,69,311,2.41,0.09188,0.17
4750127,5780,531,169,531,1715,3.37,0.09187,0.24
2642752,3396,442,148,312,1577,2.15,0.09187,0.16
874415,40237,5491,2002,3694,16317,2.47,0.09181,0.17
2710853,3436,364,171,315,1566,2.19,0.09168,0.17
3812262,240,26,2,22,143,1.68,0.09167,0.13
4820683,131,15,5,12,87,1.51,0.0916,0.11
106589,2315,177,69,212,693,3.34,0.09158,0.25
2978503,295,50,20,27,172,1.72,0.09153,0.12
2747519,634,51,18,58,313,2.03,0.09148,0.15
1895342,164,34,10,15,125,1.31,0.09146,0.09
3825436,2072,231,89,189,1155,1.79,0.09122,0.14
2431497,636,82,39,58,356,1.79,0.09119,0.12
2194744,23865,2388,677,2175,9736,2.45,0.09114,0.17
4704484,483,52,35,44,245,1.97,0.0911,0.15
1689352,11826,1389,191,1077,6649,1.78,0.09107,0.13
277383,3968,513,110,361,2208,1.8,0.09098,0.13
2424,44,1,0,4,3,14.67,0.09091,0.33
2670778,22,0,1,2,8,2.75,0.09091,0.2
4782834,297,22,16,27,120,2.48,0.09091,0.16
3656403,66,5,3,6,27,2.44,0.09091,0.19
2272886,176,16,14,16,79,2.23,0.09091,0.17
4753530,55,2,1,5,27,2.04,0.09091,0.19
4271180,275,9,9,25,139,1.98,0.09091,0.14
1604349,110,11,2,10,56,1.96,0.09091,0.08
2370776,22,1,0,2,14,1.57,0.09091,0.07
4856429,33,4,1,3,23,1.43,0.09091,0.12
3505098,33,3,1,3,24,1.38,0.09091,0.11
634333,22,0,1,2,18,1.22,0.09091,0.11
2460103,44,3,0,4,38,1.16,0.09091,0.08
3521143,22,6,0,2,19,1.16,0.09091,0.09
3897299,4387,330,149,397,1600,2.74,0.09049,0.21
3715529,9584,1116,309,867,4323,2.22,0.09046,0.16
3735942,4035,505,83,365,2428,1.66,0.09046,0.13
105137,995,87,42,90,715,1.39,0.09045,0.1
2044304,4025,390,86,364,1694,2.38,0.09043,0.18
3981352,321,9,5,29,164,1.96,0.09034,0.14
3494943,753,63,19,68,286,2.63,0.09031,0.19
1820304,144,9,3,13,99,1.45,0.09028,0.12
1936748,25329,1879,701,2282,6482,3.91,0.09009,0.28
3387556,111,5,2,10,62,1.79,0.09009,0.13
1446405,4998,449,140,450,2032,2.46,0.09004,0.18
2270623,300,22,2,27,148,2.03,0.09,0.13
3952744,6881,811,159,619,3378,2.04,0.08996,0.14
1973012,65654,6785,2111,5896,24036,2.73,0.0898,0.19
2031969,1927,229,84,173,872,2.21,0.08978,0.16
3433325,78,6,1,7,51,1.53,0.08974,0.13
2664522,737,79,36,66,293,2.52,0.08955,0.17
1582197,10564,979,442,946,5095,2.07,0.08955,0.14
8254,749,82,28,67,341,2.2,0.08945,0.16
1602028,123,7,2,11,59,2.08,0.08943,0.17
2713041,2975,437,86,266,1321,2.25,0.08941,0.16
128357,6725,780,212,601,3359,2.0,0.08937,0.14
3572783,672,42,21,60,267,2.52,0.08929,0.18
3822927,280,33,4,25,118,2.37,0.08929,0.18
1207256,3015,303,79,269,1767,1.71,0.08922,0.12
901282,43954,4991,1414,3921,13348,3.29,0.08921,0.2
315794,998,80,37,89,654,1.53,0.08918,0.12
3544014,6474,727,207,577,3078,2.1,0.08913,0.15
4876006,472,40,15,42,258,1.83,0.08898,0.14
1598774,2216,14,97,197,735,3.01,0.0889,0.19
738292,45,1,2,4,17,2.65,0.08889,0.17
1465845,214,14,8,19,89,2.4,0.08879,0.18
225719,169,6,10,15,54,3.13,0.08876,0.23
3815870,1296,130,45,115,702,1.85,0.08873,0.11
5131430,926,82,35,82,390,2.37,0.08855,0.18
825537,192,18,11,17,102,1.88,0.08854,0.14
622741,1412,113,33,125,811,1.74,0.08853,0.13
5140516,3710,391,184,328,1492,2.49,0.08841,0.16
3890915,1586,98,52,140,502,3.16,0.08827,0.19
4210266,68,2,0,6,17,4.0,0.08824,0.06
3170922,68,4,0,6,24,2.83,0.08824,0.16
4916460,340,28,12,30,180,1.89,0.08824,0.15
3942794,34,6,1,3,23,1.48,0.08824,0.12
4255953,1554,174,54,137,747,2.08,0.08816,0.15
3369736,794,102,25,70,416,1.91,0.08816,0.14
4762182,10970,1236,262,967,4325,2.54,0.08815,0.16
3695273,295,32,3,26,158,1.87,0.08814,0.12
2983928,4793,471,221,422,2795,1.71,0.08805,0.12
1183107,125,11,2,11,68,1.84,0.088,0.13
3827546,1341,130,46,118,740,1.81,0.08799,0.13
2173477,307,29,9,27,120,2.56,0.08795,0.19
2615777,91,21,9,8,63,1.44,0.08791,0.07
4740174,91,12,3,8,70,1.3,0.08791,0.07
2115280,239,16,8,21,68,3.51,0.08787,0.22
1694669,1707,233,48,150,852,2.0,0.08787,0.14
4956511,3679,385,89,323,1313,2.8,0.0878,0.21
1250853,171,13,2,15,73,2.34,0.08772,0.14
1996872,285,25,17,25,126,2.26,0.08772,0.17
1901895,228,10,9,20,161,1.42,0.08772,0.1
2611262,285,49,15,25,218,1.31,0.08772,0.09
1501592,57,4,3,5,45,1.27,0.08772,0.1
3697658,1198,157,68,105,683,1.75,0.08765,0.13
3776999,3025,442,232,265,1535,1.97,0.0876,0.13
2512691,80,7,6,7,49,1.63,0.0875,0.13
375240,3431,328,101,300,1665,2.06,0.08744,0.14
2583941,103,6,0,9,34,3.03,0.08738,0.17
4181817,2599,225,55,227,1193,2.18,0.08734,0.16
529907,229,24,3,20,133,1.72,0.08734,0.12
4018900,2692,270,99,235,1253,2.15,0.0873,0.15
244430,126,18,11,11,68,1.85,0.0873,0.12
1646378,275,27,5,24,86,3.2,0.08727,0.2
4796716,149,22,2,13,102,1.46,0.08725,0.09
2753808,12140,1279,335,1059,5266,2.31,0.08723,0.16
2508553,1491,202,38,130,855,1.74,0.08719,0.12
1609851,6068,671,192,529,3075,1.97,0.08718,0.14
2923068,780,93,48,68,481,1.62,0.08718,0.11
1174795,989,114,36,86,362,2.73,0.08696,0.19
4638374,161,18,1,14,81,1.99,0.08696,0.14
1524998,46,3,2,4,24,1.92,0.08696,0.15
3110951,23,6,0,2,12,1.92,0.08696,0.14
2014687,46,7,0,4,25,1.84,0.08696,0.15
2176802,46,6,5,4,25,1.84,0.08696,0.14
539671,69,6,2,6,39,1.77,0.08696,0.13
4368309,46,5,2,4,27,1.7,0.08696,0.12
1974531,23,1,1,2,15,1.53,0.08696,0.12
4433614,46,4,2,4,32,1.44,0.08696,0.11
3929393,92,4,1,8,66,1.39,0.08696,0.1
1375758,23,3,1,2,17,1.35,0.08696,0.09
2152657,23,2,3,2,17,1.35,0.08696,0.12
3701453,23,0,1,2,20,1.15,0.08696,0.1
2607347,23,9,0,2,22,1.05,0.08696,0.07
5063923,16967,2107,425,1475,7714,2.2,0.08693,0.15
3354186,12127,1613,298,1054,6185,1.96,0.08691,0.13
3281371,840,70,24,73,359,2.34,0.0869,0.16
1390851,599,45,16,52,317,1.89,0.08681,0.14
136225,288,27,8,25,200,1.44,0.08681,0.09
1783423,5945,518,257,516,1933,3.08,0.0868,0.21
3188631,6152,908,205,534,4042,1.52,0.0868,0.1
1434401,1867,134,58,162,595,3.14,0.08677,0.18
906800,1821,294,201,158,1005,1.81,0.08677,0.12
3902231,6019,826,132,522,3312,1.82,0.08673,0.13
4220691,6887,442,117,597,2701,2.55,0.08669,0.17
800190,3625,370,131,314,1310,2.77,0.08662,0.18
2543170,127,7,7,11,61,2.08,0.08661,0.16
1048697,843,92,24,73,403,2.09,0.0866,0.16
2466971,7894,691,236,683,2956,2.67,0.08652,0.19
1451814,8314,1089,226,719,3360,2.47,0.08648,0.17
3395587,1827,125,65,158,838,2.18,0.08648,0.14
316352,4857,468,135,420,1685,2.88,0.08647,0.2
5046132,14529,1910,387,1255,7177,2.02,0.08638,0.14
2237463,139,5,8,12,90,1.54,0.08633,0.11
3313740,197,12,8,17,97,2.03,0.08629,0.07
1278924,649,68,13,56,322,2.02,0.08629,0.13
1485156,2793,249,109,241,1395,2.0,0.08629,0.14
864277,429,31,11,37,184,2.33,0.08625,0.18
2567848,116,11,1,10,75,1.55,0.08621,0.12
1610993,116,9,2,10,83,1.4,0.08621,0.11
3148416,58,3,2,5,44,1.32,0.08621,0.08
3044104,93,13,3,8,52,1.79,0.08602,0.12
3423253,279,10,1,24,158,1.77,0.08602,0.06
4039014,1408,141,64,121,606,2.32,0.08594,0.16
4015257,5831,693,235,501,1898,3.07,0.08592,0.22
1274417,3168,251,77,272,1872,1.69,0.08586,0.12
2699338,455,40,8,39,217,2.1,0.08571,0.16
242338,35,2,1,3,19,1.84,0.08571,0.16
18905,70,6,5,6,42,1.67,0.08571,0.12
538041,35,0,1,3,24,1.46,0.08571,0.11
3731413,257,19,8,22,105,2.45,0.0856,0.18
3302877,678,64,12,58,400,1.7,0.08555,0.12
4911958,6471,705,211,553,3051,2.12,0.08546,0.15
2627103,2552,229,68,218,1005,2.54,0.08542,0.18
2922530,246,22,4,21,129,1.91,0.08537,0.12
4780793,328,29,10,28,181,1.81,0.08537,0.13
4421944,82,14,4,7,53,1.55,0.08537,0.11
324339,164,26,7,14,113,1.45,0.08537,0.09
4046054,2695,259,83,230,1670,1.61,0.08534,0.12
3372283,4860,610,343,414,2612,1.86,0.08519,0.12
2227283,270,26,8,23,204,1.32,0.08519,0.09
1865444,47,5,0,4,27,1.74,0.08511,0.1
3315940,765,83,42,65,486,1.57,0.08497,0.11
2724501,153,12,2,13,114,1.34,0.08497,0.1
545259,6688,782,263,568,3140,2.13,0.08493,0.14
4303322,1602,102,33,136,558,2.87,0.08489,0.19
3461734,4988,418,228,423,2200,2.27,0.0848,0.15
3435808,10406,980,227,882,3437,3.03,0.08476,0.21
3414763,59,7,0,5,27,2.19,0.08475,0.17
4982192,1205,152,44,102,770,1.56,0.08465,0.11
1408807,3344,346,115,283,1762,1.9,0.08463,0.13
1703906,650,74,19,55,400,1.62,0.08462,0.12
2153280,71,10,3,6,36,1.97,0.08451,0.16
863375,16412,2151,402,1387,8519,1.93,0.08451,0.13
2258420,71,4,2,6,38,1.87,0.08451,0.14
3697416,71,10,5,6,57,1.25,0.08451,0.09
1918853,569,58,41,48,318,1.79,0.08436,0.11
